Film,Commentaire,Sentiment
Intouchable,"Un bon moment de rire et d'émotion que nous offrent Eric Toledano et Olivier Nakache qui ont écrit et réalisé ce film qui mérite amplemant son succés triomphal au box-office !! Inspiré de faits réels, ""Intouchables"" raconte la rencontre entre un banlieusard embauché pour s'occuper des soins d'un riche paraplégique, deux tempéraments opposés qui vont se créer un lien d'amitié raconté avec beaucoup d'humours et de tendresses. Je mets le maximum car pour un film Français et dans le genre comédie, c'est une réussite. La mise en scène est trés soigné, le scénario est malicieusement bien écrit avec des situations cocasses mettant en valeurs les deux interprètes principaux, François Cluzet qui ne fait pas grand chose physiquement mais dont le jeu est tout en retenue et Omar Sy qui s'éclate dans un role qui lui va à merveille. Je ne suis pas allé le voir au cinéma de peur d'etre déçu et je le regrette. Une oeuvre hilarante et touchante.",Positif
Intouchable,"A la suite d’un accident de parapente, Philippe, riche aristocrate, engage comme aide à domicile Driss, un jeune de banlieue tout juste sorti de prison. Bref la personne la moins adaptée pour le job. Ensemble ils vont faire cohabiter Vivaldi et Earth Wind and Fire, le verbe et la vanne, les costumes et les bas de survêtement… Deux univers vont se télescoper, s’apprivoiser, pour donner naissance à une amitié aussi dingue, drôle et forte qu’inattendue, une relation unique qui fera des étincelles et qui les rendra… Intouchables. Que dire de plus que ce qui a déjà été dit sur le plus gros succès de l'année 2011 et parti pour battre prochainement La Grande Vadrouille au moment où j'écris ces lignes ? Quatrième long métrage du duo Eric Toledano/Olivier Nakache (Je préfère qu'on reste amis, Nos jours heureux, Tellement proches), Intouchables est paradoxalement très touchant (oui, pardon...) par son humanité et le traitement de son sujet tout en délicatesse et loin des clichés habituels. Car le film aurait pu très facilement sombré dans la caricature mais le duo s'efforce de rester au plus près de ses personnages et filme cette relation qui passe de l'apprivoisement à la profonde et sincère amitié entre deux hommes que tout semble opposer et pas seulement le milieu social et l'éducation. Intouchables est une comédie très drôle avec de l'émotion et sans pathos, une formidable bouffée d'air frais avec des scènes d'anthologie et surtout... c'est tiré d'une histoire vraie. De fait, cela met du baume au cœur et l'histoire n'en devient que plus touchante et en ces temps troublés, les belles histoires pleine d'humanité ne peuvent que toucher les cœurs. C'est en tout cas, à mon sens, une des explications possibles de l'hypersuccès mérité du film.",Positif
Intouchable,"Sans doute, un des meilleurs films français de tous les temps. Bien plus qu'une comédie dramatique, "" Intouchable "" explore tout les émotions de l'humain. On rigole, on pleure... Le duo Cluzet/Sy est très attachant, Omar Sy débarque avec un charisme et une bonne humeur inimatable, François Cluzet mérite à lui seul notre attention pour son incroyable performance. Le scénario simple mais efficace nous réchauffe le cœur, aussi imprévisible que insouciant, le spectateur ne s’ennuiera jamais. L'ambiance triste et joyeuse ( ceci est un peu bizarre ) ne s'explique tout simplement PAS ! D'où la spécialité de ce long-métrage. La bande-sonore nous plonge bien dans le contexte, le compositeur m'a vraiment impressionné. La mise en scène douce et philosophique m'a beaucoup touchée. L'humour de ce film est parfaitement maîtrisé, on rit à fond. Bref, voilà un film qui m'impressionne, j'ai encore espoir en ce qui concerne le cinéma français.",Positif
Intouchable,Un film touchant poilant à la foi qui permet de faire découvrir le monde des handicapés sous un autre angle. Un duo de comédien aussi inattendu que complice. Avec Omar Sy obtient enfin un rôle à la hauteur de son talent de comédien comique. Cette histoire d’amitié est une vraie bouffée d’oxygène.,Positif
Intouchable,"Tout le long du film, du rire, des sourires, des fous-rires puis la lumière se rallume pas un bruit...Beaucoup démotion dans la salle. Une vraie pépite de la comédie. Les deux réals avaient fait de bons films avec ""Nos jours Heureux"" et ""Tellement proches"". Ils ont gagné en grandeur avec cette oeuvre tirée d'une histoire vraie. Le duo Cluzet/Sy est tout bonnement excellent. Omar Sy ne joue pas, il est naturel dans son jeu, vraiment bon. Cluzet est toujours un impeccable interprète. Pas de pathos, pas de pitié, le handicap est traité d'une très bonne manière.Ce film mérite son succès et j'espère vraiment qu'il sera récompensé aussi pas les césars... Ca changerait un peu !!!!!!",Positif
Intouchable,"L'un des plus gros succés du cinéma français, Intouchables doit avant tout sa réussite au duo formé par François Cluzet et Omar Sy. Un duo qui semblait improbale mais qui fonctionne à merveille. De plus, l'histoire est assez touchante et la réalisation du film est simple mais efficace. Quand on voit la qualité du film, on comprend aisément son succés critique et public. Bref, Intouchables est devenu un film culte qui, à l'image de La Grande Vadrouille, sera vu, revu et re-revu au fil des années. Un classique instantané.",Positif
Intouchable,"Philippe est veuf. Il est devenu paraplégique suite à un accident de parapente. Philippe est aristrocrate et cherche un aide à domicile. Driss est un jeune homme de banlieue tout juste sorti de prison. Il est envoyé par pole emploi pour le poste. Driss n’est pas intéressé, il est venu juste pour remplir son papier Assedic. Par sa décontraction et son naturel, Il « séduit » Philippe. Le jeune homme s’installe alors dans le luxueux appartement pour s’occuper de Philippe. Le changement de vie est brutal et le duo pour le moins disparate. Chacun va devoir s’habituer à l’autre. L’un aime la musique classique et l’autre Earth Wind and Fire, l’un parle avec de belles phrases et l’autre parle en verlan et balance des vannes… Et pourtant, l’amitié entre les deux hommes va se tisser de jour en jour …Les deux réalisateurs nous ont déjà « offert » de belles comédies, « tellement proche », « nos jours heureux » « je préfère qu’on reste amis »… la complicité et les envies communes des deux hommes sont évidentes. Lors de l’avant première, ils nous ont expliqué leur motivation à faire ce film. Le long métrage est inspiré d’une histoire vraie que les deux réalisateurs ont découvert lors d’un documentaire sorti en 2003. Avant de s’attaquer à l’écriture, ils se sont assurés que Omar Sy était ok pour faire le film. Ils ont également ajouté que les frères Harvey et Bob Weinstein, la Weinstein company, s’intéressaient au film.Le long métrage commence par une course poursuite entre une mazérati, et la police. Au volant de la belle voiture, Driss, à ses côtés Philippe, les deux hommes ont provoqué la course suite à un pari. Suite à cette scène, on retourne dans le passé, avec la rencontre, la vie quotidienne, l’amitié….Le sujet, (casse gueule) est magnifique, traiter l’handicap aurait pu être désastreux. Mais les deux réalisateurs l’ont très bien fait. Ils nous racontent en toute simplicité et beaucoup de spontanéïté le destin de cet homme et cette belle aventure humaine. Chacun des deux hommes apportant à l’autre un espoir, et au final cette belle rencontre sera salutaire pour les deux.Le duo François Cluzet et Omar Sy fonctionne à merveille. François Cluzet joue un paraplégique incapable de bouger son corps du cou jusqu’aux pieds. Son corps est une vraie prison. Il vit aussi dans le souvenir de sa femme, décédée suite à une maladie, une femme qu’il a adoré et qu’il n’arrive pas à oublier. François Cluzet arrive par son regard à faire passer tout un tas d’émotions, remarquable ! Omar Sy en jeune délinquant, apporte de la spontanéité, de la fraicheur et un tel naturel à son rôle, il est magnifique. On rit beaucoup dans ce film. L’humour attaque fort, (des blagues sur les handicapés, sur la ville de Dunkerque..) Il y a aussi des moments touchants, mais jamais de pathos.L’histoire est drôle, la comédie tendre, humanisteinratable !!http://framboisemood.wordpress.com/",Positif
Intouchable,"Magnifique ! Cette comédie est une vrai surprise. On rigole beaucoup avec un sujet ""grave"" et ce choc des cultures entre le jeune de banlieue et le riche tétraplégique. Le duo François Cluzet et Omar Sy marche à la perfection, et ces 2 acteurs jouent parfaitement leur rôle.",Positif
Intouchable,"Le duo Toledano/Nakache nous avait déjà gratifiés de comédies profondément humaines mais avec ""Intouchables"" ils passent au niveau supérieur comme peuvent en témoigner les spectateurs et critiques unanimement touché par cette histoire qui réussit très facilement et intelligemment à émouvoir mais avant tout à faire rire. François Cluzet est une nouvelle fois impeccable dans le rôle de cet aristocrate qui avec le temps avait peur de vivre, jusqu’à l’arrivée du personnage d’Omar Sy. Un acteur que les réalisateurs connaissent bien puisqu’il avait travaillé sur leurs précédents films, ce qui explique surement la facilité et l’impact de ses dialogues, ajouté à cela son sourire merveilleusement communicatif capable de conquérir une salle à lui tout seul. Emouvant mais sans jamais tomber dans le pathos, le contraste qui est fait entre le handicap physique de Philippe et le handicap social de Driss est parfaitement dosé et entrecoupé de scènes qui donnent profondément envie de vivre. En bref le duo nous ici un feel-good movie des plus revitalisant et surement la meilleure comédie de l’année, un film qui mérite amplement un succès éclatant.",Positif
Intouchable,"Un film a la fois drôle et touchant, Omar Sy et François Cluzet sont tout simplement génial. Adapter d'une histoire vrai fort touchante, ce film a fait un des plus gros succès francais, et on comprend pourquoi ! Au final, on a : de l'humour subtil et bien réfléchi, un jeu d'acteurs superbe et une bande son génail. Excellent film.",Positif
